cost_matrix = [
    [57, 27, 47, 79, 47, 47, 4, 70, 69, 11, 21, 64, 9],
    [79, 7, 83, 55, 46, 100, 36, 28, 36, 38, 75, 6, 49],
    [40, 38, 42, 13, 84, 52, 30, 43, 32, 78, 20, 44, 48],
    [15, 43, 4, 62, 61, 61, 86, 30, 49, 58, 90, 43, 57],
    [53, 41, 37, 67, 50, 3, 96, 23, 45, 5, 80, 44, 22],
    [51, 28, 16, 79, 100, 5, 22, 64, 22, 16, 53, 83, 5],
    [7, 37, 6, 87, 2, 88, 82, 87, 48, 57, 16, 48, 86],
    [34, 38, 45, 60, 69, 81, 91, 94, 79, 30, 95, 59, 31],
    [21, 72, 78, 70, 39, 5, 50, 90, 56, 5, 35, 11, 67],
    [8, 10, 72, 45, 40, 16, 55, 47, 50, 60, 9, 38, 71],
    [71, 5, 43, 62, 45, 87, 65, 55, 68, 35, 39, 80, 97],
    [95, 97, 98, 44, 69, 54, 24, 74, 68, 48, 61, 40, 17],
    [44, 11, 97, 74, 87, 83, 47, 72, 19, 34, 82, 7, 50]
]
